Matrix_1,Matrix_2,Matrix_3,Matrix_4,Matrix_5,Matrix_6,Matrix_7,Matrix_8,Matrix_9,Matrix_10,Matrix_11,Matrix_12,Matrix_13,Matrix_14,Matrix_15,Matrix_16,Matrix_17
26,0.00014864961328065,1.16190069533437e-05,-1.28317585951953e-05,3.46132990427443,1.21317151921706,-0.105260519726212,3.93041982993907,0.744081593552413,-0.0466846382727455,3.04739927049655,26,0.0136487863002355,0.000116108153050575,0,0,0
27,0.000153922235746833,1.16190069533437e-05,-9.53722789905767e-06,3.5814742964075,1.24681194901432,-0.0782350726094575,4.06685146502479,0.761434780397017,-0.033460191843616,3.15189393919633,27,0.015440024805006,-0.000267067959411554,0,0,0
28,0.000160341042626513,-2.9692984104665e-05,-1.2153527331564e-05,3.46415706230615,0.346411311247757,-0.0996969038917363,4.11211647690843,-0.301548103354521,-0.0319337490937958,3.30910564601693,28,0.0172769767610758,-0.000483145520316498,0,0,0
29,0.0001626086924852,-2.9692984104665e-05,1.20444947780799e-05,3.51582877132571,0.360879389773235,0.0988024962264363,4.17142701561894,-0.294718854519991,0.031275811107925,3.35436753226048,29,0.0190267626787574,-0.000546310494463423,0,0,0
30,0.000164433039545888,-5.13275789571762e-05,7.07551897740491e-06,3.41936595724333,-0.120456690072569,0.0580413666115247,4.15316008500402,-0.854250817833256,0.0163908138361088,3.48260897457762,30,0.0206571322754301,-0.00053581149837685,0,0,0
31,0.000158403452310405,-5.13275789571762e-05,2.32103032323669e-05,3.2819730189348,-0.158926712798958,0.19039701870301,4.00204492241432,-0.878998616278485,0.0551092504519456,3.38037732430038,31,0.022179952462216,-0.000509813596158483,0,0,0
32,0.000156630452989409,-5.70566813952566e-05,1.66121923377034e-05,3.20501977666393,-0.300784771834488,0.136271890270223,3.93483834741802,-1.03060334258858,0.0387923383669105,3.37377451443583,32,0.0236243980985395,-0.000506311839872249,0,0,0
33,0.000148420490395052,-5.70566813952566e-05,2.26162941871819e-05,3.0179438060894,-0.353166043595355,0.185524288254227,3.72333222454335,-1.05855446204931,0.054812954771598,3.22518280558616,33,0.0250340302853854,-0.00056571951626847,0,0,0
34,0.000145941012489883,-5.56756326825222e-05,1.74009091913818e-05,2.97025666462057,-0.337516420239206,0.142741833210554,3.65967049162899,-1.02693024724762,0.0430467818788599,3.1622741938569,34,0.012651873332517,0.000269087665244484,0,0,0
35,0.000138204564242571,-5.56756326825222e-05,1.7632810420453e-05,2.79397040898519,-0.386876571817114,0.144644147980279,3.45739156433594,-1.05029772716786,0.0453487124088334,3.01655956518801,35,0.0129899258608911,0.000261332626355621,0,0,0
36,0.000136313827461651,-5.29703133169797e-05,1.43614644471604e-05,2.76814771526783,-0.337295219381579,0.117808888043112,3.41446395664299,-0.983611460756734,0.0378637144687435,2.95833223823288,36,0.0133377374979496,0.00022489750086092,0,0,0
37,0.000130293710888403,-5.29703133169797e-05,1.22599513668546e-05,2.6309705798097,-0.375704817309856,0.100569913556229,3.25605078648722,-1.00078502398738,0.0333991118771716,2.8428808531395,37,0.0137402096081063,0.000159720978463547,0,0,0
38,0.000129298202739957,-5.27647653722186e-05,1.00169424290622e-05,2.60959791357472,-0.377372657015668,0.0821702308634006,3.22981756076814,-0.997592304209084,0.0274818471158999,2.82089668930028,38,0.0156430825091604,-0.00043776282067529,0,0,0
39,0.000126469501870015,-5.27647653722185e-05,6.88010309297459e-06,2.54514183906431,-0.395420357878582,0.0564383456845572,3.15491802439743,-1.0051965432117,0.0191836274505901,2.76587436407113,39,0.0174889981926378,-0.000736611513913939,0,0,0
40,0.000126181909308449,-5.8605040602612e-05,3.71231783017108e-06,2.50132645044929,-0.530334446529051,0.0304526072006221,3.12942026797771,-1.15842826405747,0.010043508284371,2.80485477332356,40,0.0191963403827445,-0.000813803240135342,0,0,0
41,0.000142572981742689,2.6507447952878e-05,-2.88109645395354e-06,3.41785634826323,1.51365618452414,-0.0236339943488376,3.81243651704002,1.11907601574736,-0.0124089590535564,2.96666704569528,41,0.0207815199512981,-0.000793418410284075,0,0,0
42,0.000148835321143902,2.52242965952345e-05,-1.12141447456939e-06,3.55236611111319,1.52437273961162,-0.00919910311170206,3.97240679618829,1.10433205453652,-0.00453593728700996,3.08676870630917,42,0.0222720562764432,-0.000755147888217375,0,0,0
43,0.000143840704690013,2.52242965952345e-05,-8.75166146878815e-06,3.43855649139567,1.49250604609071,-0.0717909729861528,3.84346817282774,1.08759436465864,-0.0368238800277668,2.98908690410818,43,0.0236987000757397,-0.000751071562388604,0,0,0
44,0.000151175845838607,1.98638655439394e-05,-1.21736463213954e-05,3.57149771268349,1.41716053597411,-0.0998619424801963,4.02094523292716,0.967713015730438,-0.0462217865224858,3.11969093122328,44,0.0250994214338319,-0.000834036870052345,0,0,0
45,0.000147483141592792,1.98638655439394e-05,-1.62733885389496e-05,3.48735406124891,1.39360031357242,-0.133492640358571,3.92699078068339,0.953963594137949,-0.0634153292710719,3.04913812810991,45,0.0126532197309397,0.00038194236614268,0,0,0
46,0.000159199362991876,9.14041251170071e-06,-1.83531676328757e-05,3.68590738758485,1.22400273126947,-0.150553328238433,4.2022826111579,0.707627507696422,-0.0608509727777855,3.26198316371015,46,0.0130244087503941,0.000370211480811593,0,0,0
47,0.000160341042626513,9.14041251170071e-06,-1.51390785048269e-05,3.71192222300953,1.23128688518838,-0.124187753359908,4.23006934979664,0.713139758401272,-0.0498965845397182,3.28180752414454,47,0.0134167257603177,0.000308457538156053,0,0,0
48,0.000170333891398703,-3.57743721211422e-05,-1.09262006618043e-05,3.653058171984,0.271594473611534,-0.0896289898038637,4.35506152074982,-0.430408875154288,-0.0264811864398698,3.5285332961647,48,0.0139599000418769,0.000170927392247848,0,0,0
49,0.000164433039545888,-3.57743721211422e-05,2.32150227095159e-05,3.51859865710865,0.233945809446435,0.190435733163997,4.20666660618815,-0.454122139633073,0.0577196613699046,3.42358044246181,49,0.0159899984453818,-0.000646683411847291,0,0,0
50,0.000165235419237115,-5.31216154246135e-05,1.76844675704432e-05,3.42620302222514,-0.156217077693844,0.145067898038792,4.17229697084232,-0.902311026311023,0.040406194948107,3.5159118921995,50,0.0177946596027074,-0.000993194745464932,0,0,0
51,0.000156630452989409,-5.31216154246135e-05,3.87814756732831e-05,3.23012631736204,-0.211118555055511,0.3181292926324,3.96353920746803,-0.944531445161505,0.0914136604326499,3.38583009196625,51,0.0194242644859898,-0.00107090294118628,0,0,0
52,0.000152831142336909,-5.60613538833364e-05,2.86304920486127e-05,3.1247973396713,-0.3023451764421,0.234859505086276,3.84593590005405,-1.02348373682484,0.0681049141229908,3.31149745343878,52,0.0209448167523684,-0.00103895456402574,0,0,0
53,0.000145941012489883,-5.60613538833364e-05,3.64800451963851e-05,2.96779568300079,-0.346305640309843,0.299250370751597,3.67319810553141,-1.05170806284046,0.0893332312073164,3.19752334628597,53,0.0223922275752383,-0.000989909314519194,0,0,0
54,0.000141895869307872,-5.39894725554067e-05,2.7894002400323e-05,2.88884023094566,-0.324903658998756,0.22881798844015,3.56591937277705,-1.00198280083014,0.0707243371523103,3.08976181029532,54,0.0237950064718055,-0.000985635435176773,0,0,0
55,0.000136313827461651,-5.39894725554067e-05,2.83964513334395e-05,2.76164526700183,-0.360518248903028,0.232939639844621,3.4205214784341,-1.0193944603353,0.0740619518069792,2.98581046480338,55,0.0251829695235797,-0.00108686293725596,0,0,0
56,0.000133423967723979,-5.14173665991689e-05,2.27289446556207e-05,2.71220617035639,-0.320346970882758,0.186448374128138,3.34835898845895,-0.956499788985317,0.0611752148915448,2.90375972008727,56,0.0126545152307453,0.000500717377580436,0,0,0
57,0.000129298202739958,-5.14173665991689e-05,1.96166510435582e-05,2.61819459845486,-0.346670211015185,0.160917840591689,3.23840486917319,-0.966880481733511,0.0540632529404193,2.82142817005338,57,0.0130978356220234,0.000485040935181024,0,0,0
58,0.00012770468791657,-5.1296947832769e-05,1.59371591719848e-05,2.58265233614507,-0.35409325036753,0.130734508832688,3.19498346986885,-0.966424384091314,0.0443997259598417,2.78590190333857,58,0.013591630844686,0.000379315717199359,0,0,0
59,0.000126181909308448,-5.1296947832769e-05,1.02544479753749e-05,2.5479536048402,-0.363808895132892,0.0841185185479971,3.15271699993138,-0.968572290224067,0.0288571269211787,2.75183946586841,59,0.0145204088193638,0.000117825136988757,0,0,0
60,0.000125384264790862,-5.62341759427285e-05,6.27816964326523e-06,2.49827756734469,-0.481399975940784,0.0515006103549101,3.11601831824596,-1.09914072684205,0.0172770747562361,2.77196039649693,60,0.0165373235265816,-0.000879101813029561,0,0,0
61,0.00014911476809544,2.96986054995252e-05,-5.2508003704074e-06,3.58728074038785,1.62810932279863,-0.0430729717884982,3.99370787520183,1.22168218798465,-0.0219711477354515,3.11197745864524,61,0.0181933535914348,-0.00123649194080846,0,0,0
62,0.000162883007880592,2.82394622627851e-05,9.99651864406743e-07,3.89170052473699,1.68270485444485,0.00820026920021156,4.34922003267635,1.22518534650548,0.00371214785216772,3.38059861113898,62,0.019701370355232,-0.0013097530081675,0,0,0
63,0.00015117579301613,2.82394622627851e-05,-1.4299735963805e-05,3.62493456102855,1.60801038460648,-0.117302521578088,4.04746913538752,1.18547581024751,-0.0578989259483239,3.15249031652667,63,0.0211374284681599,-0.00126817106700017,0,0,0
64,0.000166475059682354,2.06455226474983e-05,-1.47167534774781e-05,3.92509974663273,1.53258390465463,-0.120723368369937,4.42490790888709,1.03277574240026,-0.0502884967681098,3.43269560913594,64,0.0225319461917237,-0.00121123958933617,0,0,0
65,0.000158858795263,2.06455226474983e-05,-2.90233036215347e-05,3.75155205478546,1.48399055093739,-0.238081787520402,4.23875881805572,0.996783787667135,-0.103490956625634,3.29835592182406,65,0.0239059947424687,-0.00120760032486342,0,0,0
66,0.000180804246115182,2.34864959551205e-06,-1.76331534619329e-05,4.13487329431471,1.20708616391387,-0.144646961992419,4.74628488356364,0.595674574664947,-0.0492450260176418,3.69132145103701,66,0.0252785744760899,-0.00132123314671109,0,0,0
67,0.000170333891398704,2.34864959551204e-06,-7.44029924522177e-06,3.89629099283245,1.14028311949884,-0.0610337047459599,4.46803442750723,0.568539684824054,-0.0221312289270243,3.47125763737066,67,0.012655216978936,0.000595300961386167,0,0,0
68,0.000181722363485094,-4.37857526408383e-05,-4.80735144728679e-07,3.8614468399076,0.161704309716524,-0.00394353048410245,4.62769157879297,-0.604540429168842,-0.00106589160681567,3.78319362969397,68,0.0132679818176109,0.000573896876809774,0,0,0
69,0.000165235419237115,-4.37857526408383e-05,4.5955770942169e-05,3.48576777175704,0.0565141706343664,0.37698093350998,4.22511830496153,-0.68283636257013,0.108209240288003,3.51896567305619,69,0.014047854925771,0.000363245995100644,0,0,0
70,0.000161542558839886,-5.37749287681719e-05,3.30431360063529e-05,3.33788753741401,-0.194664993655687,0.271056975052114,4.08416685854941,-0.940944314791085,0.0761372074790297,3.47124951273256,70,0.0157932421395893,2.47873007462298e-05,0,0,0
71,0.000152831142336909,-5.37749287681719e-05,5.71510292515407e-05,3.13938520824462,-0.250245645823117,0.468817036829045,3.88682039845812,-0.997680836036618,0.134935074526981,3.37095655415295,71,0.0173066739847237,-0.00106439223958945,0,0,0
72,0.000145872559884615,-5.38831708789385e-05,4.08125480331638e-05,2.98013315191922,-0.297109305920326,0.334790433084546,3.68293108620326,-0.999907240204364,0.100769259922349,3.19235755162296,72,0.0186731339431405,-0.00144225340283533,0,0,0
73,0.000141895869307872,-5.38831708789385e-05,4.95932536470798e-05,2.88951845778771,-0.322481420277149,0.406819658823702,3.59089231663671,-1.02385527912615,0.124046877308802,3.14350662555697,73,0.0200136312022753,-0.00152170105941432,0,0,0
74,0.000136110816683503,-5.14596729398693e-05,3.70837096214207e-05,2.77316001895304,-0.304168326430403,0.304202305488217,3.43165626719434,-0.962664574671698,0.0975941497003175,2.98396706272117,74,0.0213469595117193,-0.00147712581855807,0,0,0
75,0.000133423967723979,-5.14596729398693e-05,3.76496305209487e-05,2.71193624708889,-0.321310982552365,0.308844625367157,3.36226426548055,-0.971639000944016,0.100446356328006,2.93519485959781,75,0.0226810199073271,-0.0014168803019235,0,0,0
76,0.000129563628645645,-4.92014965303212e-05,2.95758412695463e-05,2.63838042747424,-0.294484907443958,0.242614322914247,3.2599399166253,-0.916044396595022,0.0819800197763887,2.82866063461624,76,0.0240232620087414,-0.00141541402168303,0,0,0
77,0.00012770468791657,-4.92014965303212e-05,2.55504900451923e-05,2.59602175200704,-0.306345336574775,0.209593863651968,3.20779650737272,-0.918120091940455,0.0717188627360226,2.78572150843377,77,0.0253790596039433,-0.00153579026895665,0,0,0
78,0.000125568443426731,-4.91600930993166e-05,2.05665475430273e-05,2.54760846846502,-0.319031583915442,0.168709960313896,3.14831785348423,-0.919740968934657,0.0585833004131457,2.73683152151323,78,0.012653356440636,0.000565547309171229,0,0,0
79,0.000125384264790863,-4.91600930993166e-05,1.27574131562863e-05,2.54341168965292,-0.320206681982829,0.104650654797661,3.13918896283858,-0.915983955168484,0.0364800347577909,2.72373788000212,79,0.0139349150397919,0.000415287018498171,0,0,0
80,0.000124242216910731,-5.29874991145289e-05,8.4487933372951e-06,2.49296881546433,-0.414706213075096,0.0693065078449988,3.09633581893842,-1.01807321654919,0.0238176816384475,2.72674432077986,80,0.0153163327347661,0.000347112508904068,0,0,0
81,0.000163726437068878,3.12565819573044e-05,-7.8989162354956e-06,3.93016914101062,1.75683558058637,-0.0647957972442999,4.38164665759698,1.30535806400001,-0.0297787546173111,3.4118375159931,81,0.0174961750804672,4.22280281293947e-05,0,0,0
82,0.0001932485919507,2.97828449750374e-05,8.47840042220855e-06,4.59347174416006,1.9116118328406,0.0695493784634295,5.15017805712924,1.35490551987142,0.0259100458104429,3.99847706908914,82,0.018195716413565,-0.00114558085622723,0,0,0
83,0.000166634667846341,2.97828449750374e-05,-1.8281182925735e-05,3.9870346714696,1.74180945248727,-0.14996282868767,4.45910290527126,1.26974121868561,-0.0663987950006696,3.47176576284727,83,0.0191954313322945,-0.00159459164365556,0,0,0
84,0.000199566179201153,1.75072222027874e-05,-1.08365039427711e-05,4.65910615210135,1.67220138884691,-0.088893196405544,5.27958424065124,1.05172330029702,-0.0297259026474562,4.09099863654129,84,0.0203385386749684,-0.00170077505370264,0,0,0
85,0.00018441822460373,1.75072222027874e-05,-3.98304526065753e-05,4.31393791583196,1.57555428269148,-0.326734181538313,4.90844864458556,0.981043553937882,-0.117125957124486,3.8230686571081,85,0.0215575263026883,-0.00166321912095906,0,0,0
86,0.000222129879779639,-1.11292151740609e-05,1.98838951077877e-05,4.99054653879009,1.16363951220595,0.163110077056071,5.7880363285379,0.366149722458138,0.0425191177424664,4.53125029344767,86,0.0228277664053053,-0.00160559104616653,0,0,0
87,0.000181722363485094,-1.11292151740609e-05,4.42842315875434e-05,4.06980235239095,0.905831140014187,0.363269087241567,4.75438272717902,0.221250765226113,0.112857793838224,3.7540858842711,87,0.024137898101431,-0.00160854364718955,0,0,0
88,0.00018054223721898,-4.87104433615533e-05,2.54698640574781e-05,3.80313538914133,0.0419585983669535,0.2089324785965,4.59029477162641,-0.745200784118122,0.0553228884727605,3.79960306132436,88,0.0254769168215909,-0.001731074600579,0,0,0
89,0.000161542558839886,-4.87104433615533e-05,8.36912107941113e-05,3.37020000940936,-0.0792633079579974,0.686529463545444,4.17938257446087,-0.888445873009508,0.189412113260754,3.61187376434797,89,0.0191781132458886,-7.73999577093389e-06,0,0,0
90,0.000148237985344916,-5.09904301618169e-05,5.15671767288866e-05,3.05248910904054,-0.216102082866803,0.423011996604148,3.76782823771497,-0.931441211541231,0.126637999112386,3.24974715527769,90,0.0194365600088998,-0.00121035323663085,0,0,0
91,0.000145872559884615,-5.09904301618169e-05,7.66026437928621e-05,2.99858944034877,-0.231193990100499,0.628381062363322,3.75237103804409,-0.984975587795817,0.185544505546819,3.3049710178499,91,0.0200197725714672,-0.00176728001634759,0,0,0
92,0.000134988712871873,-5.00583972715139e-05,5.15181843249326e-05,2.7565316779002,-0.279397472889737,0.422610105790463,3.42649585039084,-0.949361645380376,0.135764884345578,2.99708120150572,92,0.0208573428759859,-0.001934944557461,0,0,0
93,0.000136110816683503,-5.00583972715139e-05,6.09359095376836e-05,2.78210044964958,-0.272238216799909,0.499864882926311,3.47176607777563,-0.961903844925954,0.158161993366117,3.05306163179626,93,0.0218847701272468,-0.00192935659966724,0,0,0
94,0.000128547401412988,-4.80393868509278e-05,4.4089893513183e-05,2.62263870984082,-0.274488285114053,0.36167490772533,3.25433508827463,-0.906184663547858,0.122337943645365,2.84005060511124,94,0.0230512203779933,-0.00189206753440838,0,0,0
95,0.000129563628645645,-4.80393868509278e-05,4.47579645921395e-05,2.64579492933495,-0.268004543655696,0.367155178294894,3.28172022359329,-0.903929837914029,0.123435370943061,2.86104020960976,95,0.0243141222684198,-0.00191056714742481,0,0,0
96,0.000124828952237164,-4.63865845424788e-05,3.43785128497232e-05,2.54845364569301,-0.260551254598012,0.282011238220386,3.15013777795006,-0.862235386855066,0.0990779375009038,2.7322329239354,96,0.0256322867679985,-0.00203147651865483,0,0,0
97,0.00012556844342673,-4.63865845424788e-05,2.96649170920375e-05,2.56530403087192,-0.255833146747916,0.24334502302062,3.16436831592313,-0.85489743179912,0.085417017013761,2.73499096398004,97,0.0201589423440706,-8.22069765437247e-05,0,0,0
98,0.000122996673340349,-4.65195876588779e-05,2.35867801716699e-05,2.50585391136408,-0.275272245654494,0.19348530609573,3.09133939356918,-0.860757727859597,0.0691270192531184,2.67529070547754,98,0.0202350012428163,-0.00126105056934074,0,0,0
99,0.000124242216910731,-4.65195876588779e-05,1.41997294573028e-05,2.53423543803293,-0.267325418187215,0.116482155704437,3.11787928616775,-0.850969266322027,0.0414821548003339,2.68551335141731,99,0.0205337079332891,-0.00187704019961756,0,0,0
100,0.000122865193546653,-4.91195049756272e-05,9.86523012394257e-06,2.48626993839305,-0.335354021738118,0.0809257158604664,3.07228791044674,-0.921371993791811,0.0286491521632112,2.67346742338151,100,0.0211455198758977,-0.00210432550928865,0,0,0
101,0.000195559893805446,2.48904167909818e-05,-9.78177864915504e-06,4.61492341649886,1.8148773092303,-0.0802411529813499,5.19645726188279,1.23334346384636,-0.0286257657644648,4.0292795786796,101,0.0220437565071567,-0.00214640275959947,0,0,0
102,0.000263847544409272,2.30462014225548e-05,3.12979117723089e-05,6.15919064340205,2.20854361002622,0.256740682507222,6.98916956481504,1.37856468861323,0.0646247139852473,5.42293282780664,102,0.0231603343447061,-0.00214437171419152,0,0,0
103,0.00019917877559591,2.30462014225548e-05,-1.22645200964566e-05,4.68561843736842,1.79594339233681,-0.100607391416246,5.28656506283764,1.19499676686759,-0.0347600534933175,4.09825485775404,103,0.0244201808257666,-0.00218655529622681,0,0,0
104,0.000286829026429144,-3.97041243957594e-06,2.18028736164627e-05,6.51048560098449,1.73955730704456,0.178851697635046,7.50331485789543,0.746728050133624,0.0374178112370882,5.84663008704659,104,0.0257404638792925,-0.00231044957910278,0,0,0
105,0.000229717715007497,-3.97041243957593e-06,3.69918055245293e-06,5.20912108291311,1.37517524198458,0.0303448404693404,6.00332708773757,0.580969237160121,0.0079141196971241,4.67604079162324,105,0.0123270387537076,-4.82742003511423e-18,0,0,0
106,0.000258740807679257,-1.94989477155e-05,0.00015481372429635,5.77137928461073,1.20650829766551,1.2699563321185,6.95763412744879,0.0202534548274524,0.253873320933895,5.71311048202077,106,0.0120023652267551,-1.03683141476592e-17,0,0,0
107,0.00018054223721898,-1.94989477155e-05,0.000177522489003,3.98951081709141,0.707585126760097,1.45623916760273,5.08828347589117,-0.391187532039662,0.362913308734003,4.46719736455196,107,0.0116715878594104,-1.64972016103348e-17,0,0,0
108,0.000135473438822774,-3.88333229317143e-05,6.37442241820207e-05,2.83919517842858,-0.0205251316059978,0.522901838993139,3.49797727593673,-0.679307229114148,0.175296821854124,2.98998401276648,108,0.00998894308427503,-4.25466062143421e-17,0,0,0
109,0.000148237985344916,-3.88333229317143e-05,0.000129249670318817,3.13005398589926,0.0609153344857928,1.06025120183404,4.01083942539589,-0.819870105010832,0.30230002374497,3.60314837053393,109,0.0081651611208851,-5.93716930377792e-17,0,0,0
110,0.000122317387582065,-4.31236597062304e-05,6.67288790284511e-05,2.51204212255939,-0.202225059514211,0.547385335780262,3.15071760898169,-0.840900545936512,0.19169088989819,2.78534388997603,110,0.00635728966478526,-7.26912156325747e-17,0,0,0
111,0.000134988712871873,-4.31236597062304e-05,9.39948722664032e-05,2.8007767483037,-0.121379364305803,0.771051686560339,3.54515077186332,-0.865753387865423,0.242791549245614,3.15952559021638,111,0.00464381859107972,-8.20618757950649e-17,0,0,0
112,0.000119993360792122,-4.44202502613097e-05,5.83322072849331e-05,2.45081326508036,-0.246597541265002,0.478506387884217,3.0685719201453,-0.86435619632994,0.170467581061506,2.71266762111732,112,0.00303169776131785,-9.0234926234703e-17,0,0,0
113,0.000128547401412988,-4.44202502613097e-05,6.91660587456019e-05,2.64572955526937,-0.192020980012078,0.567377825647515,3.3121196537827,-0.858411078525403,0.190200849679991,2.91728389251885,113,0.00149557223990905,-9.35264098395387e-17,0,0,0
